Rnd,number,Player,TFR_Points,Team,Opp,Minutes,Points,Tries,Seven_point_tries,Conversions_attempted,Conversions_successful,PK_attempted,PK_successful,Kicking_success_pct,Drop_kicks_attempted,Successful_drop_kicks,Carries,Metres_run,Metres_gained,Avg_metres_gained,Clean_breaks,Ball_carry_into_breakdown,Offloads,Defenders_beaten,Total_passes,Successful_passes,Pass_accuracy_pct,First_and_second_breakdown_arrivals,Third_breakdown_arrivals,Tackles_attempted,Tackles_made,Tackles_missed,Tackles_made_pct,Dominant_tackles,Offloads_in_tackle,Defensive_turnovers_won,Defensive_breakdown_arrivals,First_defending_breakdown_arrivals,Breakdown_turnovers_won,Turnovers_conceded,General_play_kicks,General_play_kick_errors,Penalties_conceded,Free_kicks_conceded,Yellow_cards,Red_cards,Try_assists,Def_bonus,Off_bonus
4,13,Te Rangatira Waitokia,18.1,Anthem RC,MIA,85,7,1,1,0,0,0,0,0,0,0,14,137,82,6,0,8,1,4,14,11,79,6,0,17,13,4,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
4,13,Will Leonard,2.3,RFC Los Angeles,UTAH,81,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,1,0,0,0,0,5,1,13,8,5,0,0,0,0,4,3,0,3,1,0,2,0,0,0,0,0,0
4,13,William Talataina,9.9,Old Glory DC,SDL,82,0,0,0,0,0,0,0,0,0,0,4,45,29,7,0,2,0,2,6,4,67,9,5,10,10,0,0,0,0,2,3,2,1,2,0,0,0,0,0,0,0,0,0
5,13,Cael Hodgson,3.5,Anthem RC,OGDC,71,0,0,0,0,0,0,0,0,0,0,2,14,14,7,0,2,0,0,2,2,100,11,1,8,7,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
5,13,Divan Rossouw,7.5,Seattle Seawolves,CHI,72,0,0,0,0,0,0,0,0,0,0,11,91,57,5,1,5,1,3,7,6,86,10,2,14,11,3,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0
5,13,Ethan Grayson,14.1,San Diego Legion,MIA,81,7,1,1,0,0,0,0,0,0,0,6,80,71,12,1,3,1,3,7,5,71,6,0,6,5,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
5,13,Guiseppe du Toit,3.7,Miami Sharks,SDL,81,0,0,0,0,0,0,0,0,0,0,3,16,13,4,0,3,0,0,1,1,100,3,0,10,8,2,0,1,0,0,8,7,0,2,0,0,0,0,0,0,0,0,0
5,13,John Powers,4.9,Old Glory DC,ARC,82,0,0,0,0,0,0,0,0,0,0,4,30,26,6,0,3,0,0,2,2,100,4,0,9,6,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5,13,Mark O'Keeffe,7.3,Chicago Hounds,SEA,71,0,0,0,0,0,0,0,0,0,0,9,63,55,6,0,6,4,0,3,3,100,5,0,6,6,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
5,13,Mitch Richardson,11.6,Dallas Jackals,HOU,87,5,1,0,0,0,0,0,0,0,0,6,51,47,8,1,4,0,1,2,1,50,13,3,6,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,13,Tautalatasi Tasi,7.1,Houston Sabercats,DAL,87,0,0,0,0,0,0,0,0,0,0,7,36,34,5,0,6,1,1,0,0,0,6,0,14,9,5,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0
6,13,Ben LeSage,6.4,New England Free Jacks,MIA,81,0,0,0,0,0,0,0,0,0,0,3,33,29,10,0,2,0,1,3,3,100,4,0,12,10,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,13,Dan Kriel,19.8,Seattle Seawolves,DAL,81,5,1,0,0,0,0,0,0,0,0,12,122,104,9,1,9,3,1,4,4,100,3,1,8,8,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0
6,13,Mark O'Keeffe,3.4,Chicago Hounds,NOLA,67,0,0,0,0,0,0,0,0,0,0,6,66,35,6,0,4,0,1,3,3,100,2,1,5,3,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
6,13,Mika Kruse,18.7,Utah Warriors,ARC,84,5,1,0,0,0,0,0,0,0,0,4,72,63,16,1,1,0,0,6,5,83,6,0,12,8,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,13,Mitch Richardson,9.3,Dallas Jackals,SEA,81,0,0,0,0,0,0,0,0,0,0,5,55,53,11,0,4,2,2,3,3,100,9,2,11,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,13,Ross Depperschmidt,3.3,NOLA Gold,CHI,82,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,0,0,1,1,100,6,2,8,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,13,Te Rangatira Waitokia,17.9,Anthem RC,UTAH,84,0,0,0,0,0,0,0,0,0,0,14,128,92,7,1,7,0,6,14,14,100,10,0,13,9,4,0,0,2,1,3,3,0,2,0,0,0,0,0,0,3,0,0
6,13,Tomas Inciarte,9.1,Miami Sharks,NEFJ,81,0,0,0,0,0,0,0,0,0,0,9,69,47,5,0,7,1,0,6,5,83,14,2,10,8,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0
6,13,Will Leonard,16.7,RFC Los Angeles,OGDC,75,5,1,0,0,0,0,0,0,0,0,10,84,65,6,0,6,4,2,3,3,100,3,0,10,9,1,0,0,1,0,10,8,1,0,0,0,0,0,0,0,1,0,0
6,13,William Talataina,9.6,Old Glory DC,LA,89,5,1,0,0,0,0,0,0,0,0,4,16,12,3,0,4,1,1,8,7,88,15,1,9,8,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
7,13,Bryce Campbell,10.5,Chicago Hounds,ARC,83,0,0,0,0,0,0,0,0,0,0,4,51,50,12,1,2,0,0,5,4,80,5,0,13,10,3,0,0,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0
7,13,Dan Kriel,6.5,Seattle Seawolves,LA,83,0,0,0,0,0,0,0,0,0,0,7,54,50,7,0,6,1,2,2,2,100,10,1,6,5,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0
7,13,Filimoni Waqainabete,11.3,San Diego Legion,NOLA,53,0,0,0,0,0,0,0,0,0,0,9,103,97,11,0,8,2,1,4,3,75,7,1,10,7,3,0,0,1,0,8,6,1,1,0,0,0,0,0,0,0,0,0
7,13,JP Du Plessis,11.3,NOLA Gold,SDL,83,0,0,0,0,0,0,0,0,0,0,11,88,70,6,0,7,0,2,0,0,0,7,0,15,11,4,0,1,1,0,8,8,2,4,0,0,3,0,0,0,1,0,0
7,13,Louritz van der Schyff,7.4,Houston Sabercats,NEFJ,85,0,0,0,0,0,0,0,0,0,0,7,59,49,7,0,4,1,1,0,0,0,0,1,7,5,2,0,0,0,0,2,2,0,4,1,0,2,0,0,0,1,0,0
7,13,Mitch Richardson,11,Dallas Jackals,UTAH,82,0,0,0,0,0,0,0,0,0,0,10,86,79,8,0,7,0,5,4,2,50,10,1,15,12,3,0,1,1,0,2,2,1,3,0,0,1,0,0,0,0,0,0
7,13,Seth Purdey,4.5,RFC Los Angeles,SEA,56,0,0,0,0,0,0,0,0,0,0,4,46,38,10,0,2,1,0,2,2,100,1,0,7,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,13,Spencer Jones,3.9,Utah Warriors,DAL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,13,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,13,Te Rangatira Waitokia,20,Anthem RC,CHI,83,5,1,0,0,0,0,0,0,0,0,17,191,153,9,0,12,1,9,10,10,100,6,1,6,4,2,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0
7,13,Wayne van der Bank,28.9,New England Free Jacks,HOU,74,15,3,0,0,0,0,0,0,0,0,9,164,143,16,2,5,1,3,9,9,100,8,1,14,12,2,0,0,1,0,3,2,1,1,0,0,1,0,1,0,0,0,0
8,13,Ben LeSage,4.4,New England Free Jacks,SEA,64,0,0,0,0,0,0,0,0,0,0,5,31,27,5,0,4,0,0,4,3,75,6,0,9,9,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0
8,13,Bryce Campbell,11.4,Chicago Hounds,LA,85,0,0,0,0,0,0,0,0,0,0,12,91,83,7,0,8,3,1,4,4,100,8,2,10,7,3,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0
8,13,Damien Hoyland,9,Old Glory DC,HOU,85,0,0,0,0,0,0,0,0,0,0,10,112,79,8,0,9,0,3,6,6,100,8,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8,13,Guiseppe du Toit,5.2,Miami Sharks,NOLA,81,0,0,0,0,0,0,0,0,0,0,6,28,21,4,0,4,2,1,3,3,100,3,0,9,7,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
8,13,JP Du Plessis,8.3,NOLA Gold,MIA,81,0,0,0,0,0,0,0,0,0,0,8,61,52,6,0,8,0,1,3,3,100,6,1,8,7,1,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0
8,13,Mika Kruse,8.1,Utah Warriors,SDL,81,0,0,0,0,0,0,0,0,0,0,6,23,18,3,0,2,1,1,5,4,80,7,2,9,6,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
8,13,Seth Purdey,4.7,RFC Los Angeles,CHI,72,0,0,0,0,0,0,0,0,0,0,4,26,25,6,0,2,2,0,0,0,0,4,0,11,9,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
8,13,Tautalatasi Tasi,7.8,Houston Sabercats,OGDC,53,0,0,0,0,0,0,0,0,0,0,3,42,39,13,1,1,0,1,2,2,100,7,0,10,8,2,0,0,0,1,4,4,0,1,0,0,1,0,0,0,0,0,0
8,13,Tevita Kuridrani,6.2,Seattle Seawolves,NEFJ,67,0,0,0,0,0,0,0,0,0,0,4,40,34,8,0,3,0,0,2,1,50,7,1,13,11,2,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0
8,13,Tiaan Loots,5.3,San Diego Legion,UTAH,28,0,0,0,0,0,0,0,0,0,0,3,52,47,16,1,1,0,1,1,1,100,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,13,Damien Hoyland,6.6,Old Glory DC,UTAH,83,0,0,0,0,0,0,0,0,0,0,4,46,37,9,0,4,0,1,1,1,100,4,0,11,8,3,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0
9,13,Guiseppe du Toit,8.4,Miami Sharks,DAL,79,5,1,0,0,0,0,0,0,0,0,4,38,33,8,0,3,1,1,2,2,100,7,0,5,2,3,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
9,13,James Stokes,5.8,RFC Los Angeles,NEFJ,39,0,0,0,0,0,0,0,0,0,0,3,19,19,6,0,2,1,0,1,0,0,5,0,12,8,4,0,0,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0
9,13,Marcel Brache,4.8,San Diego Legion,HOU,86,0,0,0,0,0,0,0,0,0,0,6,40,34,6,0,4,1,1,5,5,100,6,1,5,3,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
9,13,Mika Kruse,13,Utah Warriors,OGDC,83,5,1,0,0,0,0,0,0,0,0,4,45,31,8,1,2,0,2,2,2,100,10,1,9,8,1,0,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0
9,13,Mitch Richardson,6.7,Dallas Jackals,MIA,79,0,0,0,0,0,0,0,0,0,0,4,40,36,9,0,3,0,1,2,2,100,7,2,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,Ross Depperschmidt,16.4,NOLA Gold,ARC,82,5,1,0,0,0,0,0,0,0,0,8,61,54,7,0,6,1,0,4,3,75,16,3,5,5,0,0,0,0,0,4,3,1,1,0,0,1,0,0,0,1,0,0
9,13,Tautalatasi Tasi,7.5,Houston Sabercats,SDL,86,0,0,0,0,0,0,0,0,0,0,7,53,49,7,1,4,1,2,1,0,0,2,3,7,7,0,0,0,0,0,5,3,0,1,1,0,0,0,0,0,0,0,0
9,13,Te Rangatira Waitokia,5.9,Anthem RC,NOLA,56,0,0,0,0,0,0,0,0,0,0,3,30,26,9,0,3,0,0,7,7,100,4,0,11,11,0,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
9,13,Wayne van der Bank,14.3,New England Free Jacks,LA,79,0,0,0,0,0,0,0,0,0,0,11,108,93,8,1,8,2,5,2,2,100,7,3,18,15,3,0,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0
10,13,Bryce Campbell,4.7,Chicago Hounds,NEFJ,80,0,0,0,0,0,0,0,0,0,0,7,39,24,3,0,4,1,0,1,1,100,13,2,9,6,3,0,0,0,1,4,4,0,1,1,0,1,0,0,0,0,0,0
10,13,Dominick Iaconvino,11.6,Anthem RC,SEA,64,5,1,0,0,0,0,0,0,0,0,5,43,42,8,0,4,0,0,0,0,0,4,0,13,8,5,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
10,13,Guiseppe du Toit,3.2,Miami Sharks,OGDC,86,0,0,0,0,0,0,0,0,0,0,3,18,18,6,0,3,0,0,0,0,0,7,0,4,3,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
10,13,Marcel Brache,6.3,San Diego Legion,DAL,85,0,0,0,0,0,0,0,0,0,0,4,39,20,5,0,3,1,0,6,3,50,12,0,15,11,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,13,Mika Kruse,4,Utah Warriors,HOU,81,0,0,0,0,0,0,0,0,0,0,4,27,26,7,0,4,0,2,5,4,80,8,3,4,3,1,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0
10,13,Mitch Richardson,7.4,Dallas Jackals,SDL,85,0,0,0,0,0,0,0,0,0,0,6,52,46,8,0,5,0,1,4,4,100,8,1,11,11,0,0,0,0,0,3,3,0,3,1,0,1,0,0,0,0,0,0
10,13,Tautalatasi Tasi,6.9,Houston Sabercats,UTAH,64,0,0,0,0,0,0,0,0,0,0,3,36,34,11,0,2,0,2,0,0,0,4,1,6,5,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0
10,13,Tevita Kuridrani,16.2,Seattle Seawolves,ARC,86,0,0,0,0,0,0,0,0,0,0,12,154,144,12,0,10,0,3,3,3,100,6,1,7,6,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
10,13,Wayne van der Bank,13.1,New England Free Jacks,CHI,80,0,0,0,0,0,0,0,0,0,0,9,101,79,9,1,8,1,6,5,5,100,4,1,10,9,1,0,1,0,0,3,2,1,1,1,0,1,0,0,0,0,0,0
10,13,William Talataina,14.5,Old Glory DC,MIA,86,5,1,0,0,0,0,0,0,0,0,7,91,79,11,1,4,1,0,5,3,60,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,Bryce Campbell,16.3,Chicago Hounds,OGDC,82,5,1,0,0,0,0,0,0,0,0,9,54,44,5,0,6,1,2,3,3,100,8,1,8,8,0,0,1,2,0,6,6,2,1,1,0,1,0,0,0,0,0,0
11,13,Dominick Iaconvino,0.1,Anthem RC,HOU,42,0,0,0,0,0,0,0,0,0,0,2,8,8,4,0,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
11,13,Guiseppe du Toit,4.7,Miami Sharks,UTAH,48,0,0,0,0,0,0,0,0,0,0,5,31,23,5,1,2,1,0,1,0,0,3,1,8,8,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
11,13,James Stokes,7.1,RFC Los Angeles,DAL,84,0,0,0,0,0,0,0,0,0,0,11,70,54,5,0,9,2,0,7,5,71,9,1,4,4,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
11,13,John Powers,8.3,Old Glory DC,CHI,82,0,0,0,0,0,0,0,0,0,0,6,67,63,10,0,5,1,3,2,2,100,2,0,8,5,3,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
11,13,Louritz van der Schyff,15.6,Houston Sabercats,ARC,85,7,1,1,0,0,0,0,0,0,0,9,103,86,10,1,5,1,2,2,1,50,4,0,9,5,4,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0
11,13,Mika Kruse,7.2,Utah Warriors,MIA,83,0,0,0,0,0,0,0,0,0,0,5,54,49,10,0,4,0,2,9,7,78,7,2,6,6,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0
11,13,Mitch Richardson,3.4,Dallas Jackals,LA,84,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,100,9,0,10,8,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
11,13,Ross Depperschmidt,3,NOLA Gold,SEA,79,0,0,0,0,0,0,0,0,0,0,2,24,20,10,0,1,0,0,2,1,50,11,2,5,5,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
11,13,Tevita Kuridrani,7.8,Seattle Seawolves,NOLA,79,0,0,0,0,0,0,0,0,0,0,5,58,56,11,0,4,0,0,3,3,100,5,1,12,9,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
12,13,Ben LeSage,5.9,New England Free Jacks,SDL,62,0,0,0,0,0,0,0,0,0,0,4,30,26,7,0,3,1,0,1,1,100,5,1,6,6,0,0,0,0,0,4,2,1,1,0,0,1,0,0,0,0,0,0
12,13,Dom Akina,12.7,Houston Sabercats,CHI,85,0,0,0,0,0,0,0,0,0,0,7,71,68,10,1,4,1,2,3,2,67,8,0,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0
12,13,Marcel Brache,7.8,San Diego Legion,NEFJ,87,0,0,0,0,0,0,0,0,0,0,11,66,58,5,0,7,1,1,8,7,88,13,0,6,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12,13,Mark O'Keeffe,7.5,Chicago Hounds,HOU,85,0,0,0,0,0,0,0,0,0,0,5,45,38,8,0,3,0,2,0,0,0,3,0,4,4,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
12,13,Mateo Gadsden,7.3,Anthem RC,LA,76,0,0,0,0,0,0,0,0,0,0,4,41,35,9,0,2,1,0,2,2,100,9,0,17,16,1,0,2,0,1,3,2,0,3,0,0,1,0,0,0,0,0,0
12,13,Mika Kruse,6.3,Utah Warriors,NOLA,83,0,0,0,0,0,0,0,0,0,0,6,62,51,9,0,5,0,1,5,4,80,6,1,5,4,1,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0
12,13,Mitch Richardson,7.2,Dallas Jackals,SEA,66,0,0,0,0,0,0,0,0,0,0,8,60,57,7,0,7,0,1,3,3,100,9,1,5,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12,13,Ross Depperschmidt,6.2,NOLA Gold,UTAH,67,0,0,0,0,0,0,0,0,0,0,5,40,34,7,0,4,1,1,1,0,0,4,1,11,11,0,0,0,1,2,5,4,0,1,0,0,0,0,0,0,0,0,0
12,13,Seth Purdey,4.7,RFC Los Angeles,ARC,79,0,0,0,0,0,0,0,0,0,0,6,30,27,5,0,5,2,0,3,3,100,5,1,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12,13,Tavite Lopeti,0.3,Seattle Seawolves,DAL,59,0,0,0,0,0,0,0,0,0,0,3,13,12,4,0,3,0,0,2,0,0,2,0,4,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
13,13,Ben LeSage,7.3,New England Free Jacks,MIA,83,0,0,0,0,0,0,0,0,0,0,2,14,14,7,0,1,0,0,0,0,0,4,1,21,18,3,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0
13,13,Bryce Campbell,14.4,Chicago Hounds,NOLA,79,5,1,0,0,0,0,0,0,0,0,6,40,31,5,0,4,1,0,2,2,100,10,0,6,6,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0
13,13,Ethan Grayson,4.2,San Diego Legion,LA,81,0,0,0,0,0,0,0,0,0,0,7,59,43,6,0,6,2,2,1,0,0,6,2,3,3,0,0,0,0,0,4,4,0,4,3,0,2,0,0,0,0,0,0
13,13,John Powers,7.7,Old Glory DC,SEA,80,5,1,0,0,0,0,0,0,0,0,2,10,9,4,0,1,0,1,1,1,100,3,1,8,6,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
13,13,JP Du Plessis,1.9,NOLA Gold,CHI,57,0,0,0,0,0,0,0,0,0,0,3,23,18,6,0,3,0,0,0,0,0,2,1,8,7,1,0,0,0,1,3,3,0,4,0,0,4,0,0,0,0,0,0
13,13,Tevita Kuridrani,2.8,Seattle Seawolves,OGDC,59,0,0,0,0,0,0,0,0,0,0,2,19,7,3,0,2,0,0,0,0,0,6,2,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,Tomas Inciarte,17.4,Miami Sharks,NEFJ,83,0,0,0,0,0,0,0,0,0,0,12,142,127,11,2,7,2,3,24,22,92,9,0,9,9,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0
13,13,Will Leonard,8.6,RFC Los Angeles,SDL,81,0,0,0,0,0,0,0,0,0,0,2,28,25,12,0,1,0,1,2,1,50,2,0,11,7,4,0,0,0,0,2,2,1,2,1,0,0,0,0,0,1,0,0
14,13,Alesana Pohla,3.2,Utah Warriors,SDL,14,0,0,0,0,0,0,0,0,0,0,1,36,34,34,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
14,13,Dom Akina,7.3,Houston Sabercats,NOLA,83,0,0,0,0,0,0,0,0,0,0,8,70,53,7,0,8,1,1,2,2,100,7,1,5,5,0,0,1,0,1,4,4,0,1,1,0,1,0,0,0,0,0,0
14,13,JP Du Plessis,7.5,NOLA Gold,HOU,83,0,0,0,0,0,0,0,0,0,0,9,66,50,6,0,5,1,1,3,3,100,10,2,10,10,0,0,0,0,0,9,7,0,3,0,0,3,0,0,0,0,0,0
14,13,Mitch Richardson,7.3,Dallas Jackals,NEFJ,79,0,0,0,0,0,0,0,0,0,0,9,58,52,6,0,7,0,2,2,1,50,12,2,10,7,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
14,13,Sebastien Zaridze,13,Anthem RC,OGDC,81,0,0,0,0,0,0,0,0,0,0,4,77,75,19,1,3,1,1,6,5,83,11,3,11,10,1,0,0,0,1,3,1,1,1,4,0,1,0,0,0,0,0,0
14,13,Tiaan Loots,11.6,San Diego Legion,UTAH,82,0,0,0,0,0,0,0,0,0,0,8,76,68,9,0,6,0,1,1,0,0,1,0,11,6,5,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0
14,13,Tomas Inciarte,5.7,Miami Sharks,LA,82,0,0,0,0,0,0,0,0,0,0,8,52,29,4,0,6,1,0,18,18,100,10,0,13,11,2,0,1,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0
14,13,Wayne van der Bank,14.6,New England Free Jacks,DAL,79,5,1,0,0,0,0,0,0,0,0,6,62,53,9,0,3,1,2,3,3,100,3,1,11,11,0,0,2,1,1,3,2,1,3,0,0,1,0,0,0,0,0,0
14,13,Will Leonard,4.7,RFC Los Angeles,MIA,82,0,0,0,0,0,0,0,0,0,0,3,16,10,3,0,3,0,0,2,2,100,4,0,12,9,3,0,1,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0
14,13,William Talataina,11.9,Old Glory DC,ARC,81,5,1,0,0,0,0,0,0,0,0,4,42,41,10,1,3,0,1,8,8,100,13,2,8,6,2,0,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0
15,13,Bryce Campbell,14,Chicago Hounds,DAL,83,0,0,0,0,0,0,0,0,0,0,13,126,75,6,0,11,1,3,3,3,100,9,1,7,5,2,0,0,1,1,5,2,1,0,2,0,0,0,0,0,1,0,0
15,13,Dom Akina,1,Houston Sabercats,LA,57,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,1,0,0,1,1,100,2,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
15,13,Ethan Grayson,13.9,San Diego Legion,ARC,77,0,0,0,0,0,0,0,0,0,0,8,76,63,8,1,5,2,0,8,7,88,8,0,15,12,3,0,0,1,0,7,5,1,1,6,0,0,0,0,0,1,0,0
15,13,Lopeti Aisea,10.6,Utah Warriors,SEA,85,0,0,0,0,0,0,0,0,0,0,10,99,89,9,0,10,0,2,3,3,100,2,2,5,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15,13,Mitch Richardson,4.7,Dallas Jackals,CHI,72,0,0,0,0,0,0,0,0,0,0,5,39,30,6,0,4,0,1,2,2,100,6,1,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
15,13,Ross Depperschmidt,3.4,NOLA Gold,MIA,51,0,0,0,0,0,0,0,0,0,0,2,19,15,8,0,1,0,0,3,3,100,5,0,3,3,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0
15,13,Sebastien Zaridze,7.4,Anthem RC,SDL,81,0,0,0,0,0,0,0,0,0,0,7,58,34,5,0,4,1,3,7,6,86,11,0,13,10,3,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0
15,13,Tavite Lopeti,12.1,Seattle Seawolves,UTAH,85,0,0,0,0,0,0,0,0,0,0,6,62,53,9,0,3,1,1,9,8,89,9,0,7,6,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,2,0,0
15,13,Tomas Inciarte,12.5,Miami Sharks,NOLA,81,5,1,0,0,0,0,0,0,0,0,7,62,51,7,1,3,1,1,1,1,100,11,0,9,8,1,0,3,0,0,3,1,0,2,3,0,2,0,0,0,0,0,0
15,13,Wayne van der Bank,14.8,New England Free Jacks,OGDC,80,7,1,1,0,0,0,0,0,0,0,9,80,74,8,0,7,3,2,2,2,100,4,0,9,8,1,0,1,1,0,2,2,0,2,1,0,1,0,0,0,0,0,0
15,13,Will Leonard,7.9,RFC Los Angeles,HOU,80,0,0,0,0,0,0,0,0,0,0,5,59,51,10,1,3,0,1,4,2,50,7,0,7,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
15,13,William Talataina,6.4,Old Glory DC,NEFJ,80,0,0,0,0,0,0,0,0,0,0,4,42,35,9,0,4,0,1,3,1,33,7,0,11,8,3,0,0,1,0,3,3,0,1,1,0,1,0,0,0,0,0,0
16,13,Ben LeSage,6.1,New England Free Jacks,UTAH,73,0,0,0,0,0,0,0,0,0,0,4,22,20,5,0,3,1,0,7,7,100,11,1,9,7,2,0,1,0,0,4,2,1,1,0,0,1,0,0,0,0,0,0
16,13,Bryce Campbell,6.3,Chicago Hounds,SDL,59,0,0,0,0,0,0,0,0,0,0,8,61,53,7,0,5,0,1,2,1,50,2,0,7,5,2,0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0
16,13,John Powers,7.5,Old Glory DC,DAL,85,0,0,0,0,0,0,0,0,0,0,3,26,26,9,0,2,0,0,7,6,86,11,1,12,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
16,13,JP Du Plessis,12.6,NOLA Gold,LA,80,0,0,0,0,0,0,0,0,0,0,7,79,75,11,1,4,1,0,3,3,100,8,1,9,7,2,0,0,1,1,8,7,0,0,2,0,0,0,0,0,1,0,0
